teacher_id,competence_code,competence_nom,domaine,current_level_t3,current_level_t2,current_level_t1,current_level_t,gap_next_3m,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score
ENS007,GC_MAT,Matériaux,GC,2,3,3,1,3,1,0,-2,-0.33,111,0.25,0,0,2.25,1,3,0,1,1,2,0.5,3,0,0.56,3,1,4.48,1,3,22.26
ENS013,GC_STRU,Structure Batiment,GC,2,2,2,2,2,0,0,0,0.0,264,0.42,1,0,2.0,2,2,0,0,3,3,0.67,2,0,0.67,1,2,3.11,3,8,19.07
ENS015,ANG,Anglais Technique,SUP,5,5,4,4,0,0,-1,0,-0.33,200,0.25,1,0,4.5,4,5,2,0,3,1,1.0,3,0,0.81,1,0,2.9,3,6,21.35
ENS004,BD,Bases de Donnees,INFO,1,1,2,1,2,0,1,-1,0.0,126,0.08,0,0,1.25,1,2,0,3,3,3,0.67,2,3,0.83,4,1,3.73,4,4,25.61
ENS030,WEB_B,Developpement Web Back,WEB,2,1,1,2,3,-1,0,1,0.0,248,0.0,1,0,1.5,1,2,0,2,1,2,0.5,2,3,0.54,2,0,3.0,4,8,20.7
ENS025,GC_STRU,Structure Batiment,GC,3,3,4,5,1,0,1,1,0.67,188,0.17,1,0,3.75,3,5,1,0,1,2,0.5,4,3,0.54,3,0,3.51,4,6,26.72
ENS025,RESEAU,Reseaux,RT,3,2,2,3,2,-1,0,1,0.0,184,0.0,1,0,2.5,2,3,0,0,3,2,0.5,2,2,0.88,3,1,2.74,2,6,19.88
ENS019,GC_MAT,Matériaux,GC,3,4,4,3,1,1,0,-1,0.0,170,0.08,0,0,3.5,3,4,0,0,2,3,0.67,2,1,0.78,2,0,3.95,4,5,23.8
ENS021,GC_MAT,Matériaux,GC,1,2,1,3,2,1,-1,2,0.67,322,0.08,1,0,1.75,1,3,0,2,1,3,0.67,1,1,0.59,1,2,4.24,2,10,17.43
ENS029,ALG,Algorithmique,GL,2,3,4,2,0,1,1,-2,0.0,92,0.08,0,0,2.75,2,4,0,0,1,3,0.67,5,0,0.63,2,2,3.02,3,3,25.69
ENS012,WEB_B,Developpement Web Back,WEB,1,1,1,1,2,0,0,0,0.0,166,0.0,0,0,1.0,1,1,0,4,3,2,0.5,5,3,0.68,2,1,3.34,2,5,25.08
ENS022,ALG,Algorithmique,GL,4,2,2,3,2,-2,0,1,-0.33,219,0.25,1,0,2.75,2,4,0,0,3,2,0.5,3,3,0.84,3,1,4.13,4,7,27.46
ENS017,ANG,Anglais Technique,SUP,2,2,2,2,2,0,0,0,0.0,317,0.17,1,0,2.0,2,2,0,0,1,1,1.0,4,2,0.88,1,2,3.37,3,10,24.64
ENS027,BD,Bases de Donnees,INFO,2,1,1,2,1,-1,0,1,0.0,177,0.33,0,0,1.5,1,2,0,2,3,3,0.67,4,3,0.74,4,2,3.5,2,5,25.7
ENS025,RESEAU,Reseaux,RT,1,1,1,2,3,0,0,1,0.33,115,0.0,0,0,1.25,1,2,0,3,2,1,1.0,5,2,0.81,3,2,2.84,4,3,28.73
ENS023,WEB_B,Developpement Web Back,WEB,5,3,5,5,2,-2,2,0,0.0,47,0.0,0,0,4.5,3,5,3,0,2,2,0.5,1,2,0.69,3,0,3.67,2,1,18.79
ENS005,PROG,Programmation,GL,3,3,4,3,0,0,1,-1,0.0,75,0.33,0,0,3.25,3,4,0,0,3,1,1.0,4,1,0.61,0,0,2.72,1,2,17.99
ENS026,GESTION,Gestion de Projet,SUP,5,4,5,3,2,-1,1,-2,-0.67,286,0.33,1,1,4.25,3,5,2,0,2,2,0.5,4,3,0.64,1,2,3.08,2,9,21.36
ENS004,ALG,Algorithmique,GL,4,3,2,3,0,-1,-1,1,-0.33,128,0.25,0,0,3.0,2,4,0,0,3,2,0.5,2,2,0.7,4,0,3.13,4,4,23.76
ENS027,SEC,Securite Informatique,RT,4,4,2,4,2,0,-2,2,0.0,153,0.17,0,0,3.5,2,4,0,0,2,2,0.5,3,3,0.94,1,2,4.47,3,5,25.14
ENS019,RESEAU,Reseaux,RT,3,3,3,2,3,0,0,-1,-0.33,267,0.42,1,0,2.75,2,3,0,0,3,1,1.0,2,3,0.91,0,2,3.73,1,8,17.51
ENS007,GC_MAT,Matériaux,GC,4,3,2,3,1,-1,-1,1,-0.33,354,0.25,1,0,3.0,2,4,0,0,2,3,0.67,1,1,0.68,4,1,2.77,3,11,19.44
ENS010,BD,Bases de Donnees,INFO,3,4,5,4,0,1,1,-1,0.33,276,0.33,1,0,4.0,3,5,1,0,3,3,0.67,0,0,0.87,0,0,3.81,4,9,17.97
ENS016,GC_STRU,Structure Batiment,GC,3,5,3,5,1,2,-2,2,0.67,95,0.0,0,0,4.0,3,5,2,0,1,3,0.67,5,3,0.57,1,0,4.05,3,3,26.45
ENS022,WEB_F,Developpement Web Front,WEB,4,2,4,2,3,-2,2,-2,-0.67,225,0.08,1,1,3.0,2,4,0,0,2,3,0.67,2,3,0.81,1,0,2.69,3,7,18.93
ENS013,GESTION,Gestion de Projet,SUP,2,2,1,3,3,0,-1,2,0.33,210,0.0,1,0,2.0,1,3,0,1,3,1,1.0,2,1,0.83,3,0,3.15,1,7,18.95
ENS015,PED,Pedagogie,SUP,4,3,3,3,2,-1,0,0,-0.33,190,0.33,1,0,3.25,3,4,0,0,3,2,0.5,0,2,0.9,0,0,4.27,3,6,17.54
ENS023,PROG,Programmation,GL,3,4,3,4,0,1,-1,1,0.33,37,0.42,0,0,3.5,3,4,0,0,3,1,1.0,5,1,0.92,4,0,4.21,4,1,33.02
ENS001,BD,Bases de Donnees,INFO,1,1,2,2,1,0,1,0,0.33,133,0.0,0,0,1.5,1,2,0,2,1,3,0.67,0,3,0.72,4,0,2.97,3,4,18.04
ENS023,WEB_F,Developpement Web Front,WEB,4,4,2,2,3,0,-2,0,-0.67,273,0.42,1,1,3.0,2,4,0,0,3,1,1.0,3,3,0.66,2,1,3.3,4,9,23.9
ENS025,GC_MAT,Matériaux,GC,2,3,3,3,3,1,0,0,0.33,194,0.17,1,0,2.75,2,3,0,0,3,1,1.0,2,3,0.92,1,1,3.31,1,6,17.72
ENS013,WEB_F,Developpement Web Front,WEB,1,2,1,2,2,1,-1,1,0.33,325,0.42,1,0,1.5,1,2,0,2,1,3,0.67,2,1,0.71,0,0,4.42,3,10,20.89
ENS030,PROG,Programmation,GL,3,5,3,3,1,2,-2,0,0.0,355,0.08,1,0,3.5,3,5,1,0,3,1,1.0,3,1,0.71,4,2,3.79,3,11,25.63
ENS002,BD,Bases de Donnees,INFO,5,3,4,4,1,-2,1,0,-0.33,319,0.0,1,0,4.0,3,5,1,0,1,3,0.67,4,0,0.6,0,2,3.7,2,10,21.4
ENS027,GC_STRU,Structure Batiment,GC,3,3,4,2,2,0,1,-2,-0.33,191,0.25,1,0,3.0,2,4,0,0,3,1,1.0,2,1,0.54,0,1,4.38,2,6,18.46
ENS003,WEB_F,Developpement Web Front,WEB,1,1,2,1,3,0,1,-1,0.0,336,0.0,1,0,1.25,1,2,0,3,1,1,1.0,5,2,0.88,1,1,3.0,2,11,24.4
ENS017,WEB_B,Developpement Web Back,WEB,2,2,2,2,2,0,0,0,0.0,112,0.42,0,0,2.0,2,2,0,0,3,2,0.5,4,0,0.61,1,2,4.02,1,3,21.59
ENS001,PED,Pedagogie,SUP,5,3,4,5,0,-2,1,1,0.0,256,0.25,1,0,4.25,3,5,2,0,3,3,0.67,1,2,0.57,4,0,4.19,4,8,23.23
ENS014,GC_STRU,Structure Batiment,GC,4,3,4,3,0,-1,1,-1,-0.33,338,0.08,1,0,3.5,3,4,0,0,1,3,0.67,2,1,0.52,0,2,2.59,1,11,13.28
ENS005,GC_STRU,Structure Batiment,GC,3,2,1,3,3,-1,-1,2,0.0,293,0.42,1,0,2.25,1,3,0,1,2,3,0.67,3,3,0.9,2,1,3.24,4,9,24.98
ENS013,GC_STRU,Structure Batiment,GC,3,4,3,5,1,1,-1,2,0.67,364,0.0,1,0,3.75,3,5,1,0,1,2,0.5,2,3,0.79,1,0,3.92,4,12,22.79
ENS020,PED,Pedagogie,SUP,3,4,4,3,3,1,0,-1,0.0,63,0.17,0,0,3.5,3,4,0,0,2,3,0.67,3,1,0.65,3,1,3.49,3,2,23.73
ENS025,GESTION,Gestion de Projet,SUP,2,4,3,2,1,2,-1,-1,0.0,232,0.33,1,0,2.75,2,4,0,0,3,2,0.5,2,2,0.91,3,1,4.08,1,7,21.21
ENS014,RESEAU,Reseaux,RT,3,5,3,5,0,2,-2,2,0.67,191,0.08,1,0,4.0,3,5,2,0,1,3,0.67,3,2,0.73,1,0,2.52,2,6,18.69
ENS008,BD,Bases de Donnees,INFO,1,1,1,1,3,0,0,0,0.0,210,0.25,1,0,1.0,1,1,0,4,3,3,0.67,2,1,0.7,1,0,3.47,4,7,21.44
ENS007,BD,Bases de Donnees,INFO,1,2,1,2,1,1,-1,1,0.33,249,0.17,1,0,1.5,1,2,0,2,1,1,1.0,1,3,0.52,0,0,4.08,2,8,15.76
ENS025,WEB_F,Developpement Web Front,WEB,2,4,4,2,1,2,0,-2,0.0,347,0.08,1,0,3.0,2,4,0,0,2,3,0.67,1,2,0.9,1,2,2.81,3,11,17.62
ENS024,GC_STRU,Structure Batiment,GC,2,2,4,4,2,0,2,0,0.67,320,0.25,1,0,3.0,2,4,0,0,1,3,0.67,2,0,0.71,3,2,3.79,3,10,22.63
ENS028,GESTION,Gestion de Projet,SUP,1,3,1,3,3,2,-2,2,0.67,180,0.25,0,0,2.0,1,3,0,2,2,2,0.5,5,0,0.52,3,2,2.81,3,6,25.72
ENS003,PED,Pedagogie,SUP,2,2,2,2,3,0,0,0,0.0,250,0.42,1,0,2.0,2,2,0,0,1,3,0.67,4,2,0.59,3,2,2.82,3,8,24.09
ENS005,PED,Pedagogie,SUP,3,1,3,2,2,-2,2,-1,-0.33,122,0.17,0,0,2.25,1,3,0,1,3,2,0.5,1,3,0.86,3,1,3.63,2,4,19.56
ENS011,ANG,Anglais Technique,SUP,1,1,2,2,2,0,1,0,0.33,279,0.08,1,0,1.5,1,2,0,2,3,2,0.5,5,3,0.91,4,2,2.83,1,9,25.71
ENS004,WEB_B,Developpement Web Back,WEB,2,2,1,1,2,0,-1,0,-0.33,153,0.17,0,0,1.5,1,2,0,2,3,2,0.5,3,3,0.68,0,1,2.7,3,5,19.3
ENS018,GC_STRU,Structure Batiment,GC,3,3,3,2,2,0,0,-1,-0.33,54,0.25,0,0,2.75,2,3,0,0,3,2,0.5,1,3,0.84,4,2,3.54,4,1,23.28
ENS022,GC_STRU,Structure Batiment,GC,3,1,2,2,4,-2,1,0,-0.33,39,0.08,0,0,2.0,1,3,0,1,3,3,0.67,5,2,0.54,3,2,3.91,4,1,29.52
ENS010,ANG,Anglais Technique,SUP,1,1,3,2,1,0,2,-1,0.33,317,0.33,1,0,1.75,1,3,0,2,1,3,0.67,5,1,0.89,4,0,3.59,1,10,27.13
ENS018,BD,Bases de Donnees,INFO,4,5,5,3,0,1,0,-2,-0.33,245,0.33,1,0,4.25,3,5,2,0,1,1,1.0,5,1,0.72,3,2,4.44,2,8,28.48
ENS007,GC_STRU,Structure Batiment,GC,5,5,5,3,0,0,0,-2,-0.67,110,0.08,0,1,4.5,3,5,3,0,1,1,1.0,3,1,0.54,2,0,2.56,2,3,18.82
ENS025,PROG,Programmation,GL,3,5,3,4,0,2,-2,1,0.33,67,0.08,0,0,3.75,3,5,1,0,1,2,0.5,5,1,0.81,2,0,3.69,2,2,26.43
ENS022,ALG,Algorithmique,GL,1,1,1,1,3,0,0,0,0.0,92,0.33,0,0,1.0,1,1,0,4,3,2,0.5,3,1,0.52,0,0,3.74,1,3,17.58
ENS018,BD,Bases de Donnees,INFO,3,3,5,4,1,0,2,-1,0.33,234,0.33,1,0,3.75,3,5,1,0,3,3,0.67,0,0,0.81,0,2,3.66,1,7,12.87
ENS018,RESEAU,Reseaux,RT,4,4,4,3,1,0,0,-1,-0.33,180,0.17,0,0,3.75,3,4,0,0,3,1,1.0,2,1,0.85,4,1,2.73,1,6,19.21
ENS014,WEB_B,Developpement Web Back,WEB,1,1,2,1,2,0,1,-1,0.0,346,0.0,1,0,1.25,1,2,0,3,1,2,0.5,5,0,0.9,4,1,2.52,4,11,29.54
ENS030,PROG,Programmation,GL,3,5,3,3,1,2,-2,0,0.0,53,0.33,0,0,3.5,3,5,1,0,1,3,0.67,5,0,0.89,4,2,2.9,1,1,25.75
ENS027,GESTION,Gestion de Projet,SUP,2,2,2,2,0,0,0,0,0.0,36,0.0,0,0,2.0,2,2,0,0,2,3,0.67,5,1,0.58,0,2,2.97,3,1,23.34
ENS008,ANG,Anglais Technique,SUP,4,5,5,5,0,1,0,0,0.33,105,0.42,0,0,4.75,4,5,3,0,1,1,1.0,0,1,0.55,3,1,3.63,3,3,17.51
ENS024,WEB_B,Developpement Web Back,WEB,1,2,2,1,2,1,0,-1,0.0,227,0.25,1,0,1.5,1,2,0,2,3,1,1.0,0,0,0.68,4,0,2.73,4,7,18.86
ENS023,GC_STRU,Structure Batiment,GC,2,3,3,2,3,1,0,-1,0.0,121,0.17,0,0,2.5,2,3,0,0,1,2,0.5,1,3,0.89,1,1,3.38,1,4,15.71
ENS017,GESTION,Gestion de Projet,SUP,1,1,1,3,3,0,0,2,0.67,277,0.42,1,0,1.5,1,3,0,3,2,1,1.0,5,0,0.63,0,1,4.08,1,9,22.81
ENS014,GC_STRU,Structure Batiment,GC,5,5,4,3,0,0,-1,-1,-0.67,205,0.0,1,1,4.25,3,5,2,0,2,2,0.5,2,0,0.74,4,1,2.83,3,6,21.86
ENS014,BD,Bases de Donnees,INFO,1,1,1,1,2,0,0,0,0.0,284,0.33,1,0,1.0,1,1,0,4,2,2,0.5,3,3,0.52,0,2,3.81,2,9,19.22
ENS014,GC_STRU,Structure Batiment,GC,1,3,2,2,1,2,-1,0,0.33,180,0.0,0,0,2.0,1,3,0,1,2,3,0.67,1,2,0.65,0,0,3.5,2,6,15.25
ENS003,WEB_F,Developpement Web Front,WEB,2,1,2,3,3,-1,1,1,0.33,154,0.42,0,0,2.0,1,3,0,1,1,3,0.67,1,0,0.55,4,0,2.76,3,5,18.77
ENS019,ANG,Anglais Technique,SUP,4,4,4,4,1,0,0,0,0.0,44,0.25,0,0,4.0,4,4,0,0,1,2,0.5,4,0,0.53,4,2,2.58,1,1,21.31
ENS013,PROG,Programmation,GL,2,3,2,3,1,1,-1,1,0.33,63,0.42,0,0,2.5,2,3,0,0,2,3,0.67,5,2,0.89,3,0,3.94,4,2,31.33
ENS022,BD,Bases de Donnees,INFO,3,5,4,4,1,2,-1,0,0.33,320,0.25,1,0,4.0,3,5,1,0,3,3,0.67,3,1,0.78,0,0,4.29,3,10,22.98
ENS022,BD,Bases de Donnees,INFO,1,1,2,2,3,0,1,0,0.33,354,0.17,1,0,1.5,1,2,0,2,3,3,0.67,0,1,0.74,4,0,3.66,1,11,16.52
ENS030,WEB_F,Developpement Web Front,WEB,2,3,3,4,3,1,0,1,0.67,267,0.25,1,0,3.0,2,4,0,0,2,1,1.0,4,2,0.56,4,1,3.98,1,8,24.26
ENS007,GC_MAT,Matériaux,GC,2,1,3,1,4,-1,2,-2,-0.33,246,0.17,1,0,1.75,1,3,0,2,2,1,1.0,3,3,0.84,0,0,4.27,2,8,21.74
ENS027,ALG,Algorithmique,GL,3,1,2,3,2,-2,1,1,0.0,186,0.25,1,0,2.25,1,3,0,1,3,1,1.0,3,3,0.8,2,0,3.96,1,6,21.42
ENS023,PROG,Programmation,GL,5,4,5,5,1,-1,1,0,0.0,302,0.17,1,0,4.75,4,5,3,0,3,3,0.67,4,3,0.85,2,2,3.5,2,10,24.25
ENS023,ANG,Anglais Technique,SUP,2,1,3,3,2,-1,2,0,0.33,140,0.42,0,0,2.25,1,3,0,1,3,2,0.5,5,3,0.9,0,0,3.9,3,4,26.8
ENS023,GC_STRU,Structure Batiment,GC,3,5,3,5,1,2,-2,2,0.67,130,0.42,0,0,4.0,3,5,2,0,3,3,0.67,2,3,0.63,2,1,2.77,4,4,20.69
ENS030,GESTION,Gestion de Projet,SUP,3,5,5,3,0,2,0,-2,0.0,231,0.42,1,0,4.0,3,5,2,0,2,1,1.0,5,1,0.77,4,2,3.61,4,7,31.07
ENS025,RESEAU,Reseaux,RT,3,2,2,3,0,-1,0,1,0.0,145,0.08,0,0,2.5,2,3,0,0,2,1,1.0,3,1,0.53,0,1,3.35,2,4,18.35
ENS001,BD,Bases de Donnees,INFO,4,3,3,4,1,-1,0,1,0.0,77,0.17,0,0,3.5,3,4,0,0,2,3,0.67,1,2,0.9,2,0,4.44,4,2,23.38
ENS030,ANG,Anglais Technique,SUP,1,2,1,3,2,1,-1,2,0.67,141,0.08,0,0,1.75,1,3,0,2,2,2,0.5,0,2,0.62,2,1,4.1,1,4,14.8
ENS015,SEC,Securite Informatique,RT,4,4,3,2,0,0,-1,-1,-0.67,178,0.08,0,1,3.25,2,4,0,0,1,1,1.0,0,3,0.65,4,1,3.09,3,5,17.93
ENS007,ALG,Algorithmique,GL,1,2,1,1,4,1,-1,0,0.0,353,0.33,1,0,1.25,1,2,0,3,3,3,0.67,2,1,0.89,2,1,2.98,1,11,17.91
ENS003,WEB_B,Developpement Web Back,WEB,4,3,3,5,0,-1,0,2,0.33,238,0.17,1,0,3.75,3,5,1,0,2,3,0.67,4,1,0.91,3,1,2.86,4,7,27.27
ENS019,WEB_B,Developpement Web Back,WEB,1,2,2,3,2,1,0,1,0.67,139,0.42,0,0,2.0,1,3,0,1,3,3,0.67,4,3,0.67,4,0,3.22,1,4,23.29
ENS030,GESTION,Gestion de Projet,SUP,1,2,2,1,2,1,0,-1,0.0,363,0.0,1,0,1.5,1,2,0,2,3,1,1.0,2,3,0.9,1,2,4.3,1,12,19.6
ENS015,RESEAU,Reseaux,RT,1,1,2,1,3,0,1,-1,0.0,130,0.0,0,0,1.25,1,2,0,3,1,3,0.67,4,0,0.56,3,1,4.31,2,4,25.42
ENS028,SEC,Securite Informatique,RT,4,3,4,4,3,-1,1,0,0.0,116,0.17,0,0,3.75,3,4,0,0,1,3,0.67,0,0,0.91,3,0,3.35,4,3,20.25
ENS026,GC_STRU,Structure Batiment,GC,2,4,2,3,2,2,-2,1,0.33,154,0.42,0,0,2.75,2,4,0,0,2,2,0.5,4,0,0.9,1,0,3.54,4,5,26.58
ENS006,PED,Pedagogie,SUP,3,3,3,1,2,0,0,-2,-0.67,34,0.25,0,1,2.5,1,3,0,1,1,2,0.5,3,0,0.66,0,0,2.71,2,1,17.72
ENS014,GC_MAT,Matériaux,GC,3,2,2,4,2,-1,0,2,0.33,242,0.0,1,0,2.75,2,4,0,0,1,2,0.5,0,1,0.91,3,0,3.62,4,8,20.79
ENS014,GC_STRU,Structure Batiment,GC,3,1,3,1,2,-2,2,-2,-0.67,118,0.0,0,1,2.0,1,3,0,2,3,2,0.5,0,2,0.84,4,2,3.09,3,3,18.88
ENS001,GC_STRU,Structure Batiment,GC,2,3,4,3,2,1,1,-1,0.33,288,0.17,1,0,3.0,2,4,0,0,1,1,1.0,0,0,0.63,2,1,2.77,4,9,16.69
ENS021,ALG,Algorithmique,GL,2,4,3,2,1,2,-1,-1,0.0,156,0.42,0,0,2.75,2,4,0,0,3,2,0.5,0,2,0.76,1,2,3.91,3,5,17.12
ENS022,GESTION,Gestion de Projet,SUP,3,3,3,3,2,0,0,0,0.0,195,0.42,1,0,3.0,3,3,0,0,2,3,0.67,3,1,0.9,3,2,4.03,2,6,24.56
ENS011,WEB_B,Developpement Web Back,WEB,3,1,1,2,2,-2,0,1,-0.33,274,0.33,1,0,1.75,1,3,0,2,2,3,0.67,4,1,0.68,3,0,3.44,1,9,22.78
ENS006,ANG,Anglais Technique,SUP,1,2,3,1,2,1,1,-2,0.0,192,0.0,1,0,1.75,1,3,0,2,2,1,1.0,4,0,0.94,2,1,3.98,2,6,25.66
ENS023,PROG,Programmation,GL,5,4,5,5,0,-1,1,0,0.0,247,0.42,1,0,4.75,4,5,3,0,1,3,0.67,3,1,0.66,3,1,2.53,4,8,23.36
ENS014,ALG,Algorithmique,GL,1,1,1,1,3,0,0,0,0.0,286,0.17,1,0,1.0,1,1,0,4,1,2,0.5,1,1,0.67,2,0,3.55,2,9,17.45
ENS001,GC_STRU,Structure Batiment,GC,3,3,4,3,0,0,1,-1,0.0,208,0.33,1,0,3.25,3,4,0,0,3,1,1.0,2,3,0.67,2,0,4.1,2,6,20.55
ENS020,SEC,Securite Informatique,RT,3,3,4,4,0,0,1,0,0.33,258,0.42,1,0,3.5,3,4,0,0,2,3,0.67,2,2,0.71,1,1,4.25,3,8,21.55
ENS022,BD,Bases de Donnees,INFO,5,5,5,4,0,0,0,-1,-0.33,199,0.0,1,0,4.75,4,5,3,0,1,1,1.0,2,2,0.69,4,2,2.6,4,6,22.65
ENS018,RESEAU,Reseaux,RT,1,1,1,1,4,0,0,0,0.0,348,0.17,1,0,1.0,1,1,0,4,3,3,0.67,3,2,0.89,1,2,3.29,3,11,22.53
ENS023,WEB_F,Developpement Web Front,WEB,3,3,3,3,1,0,0,0,0.0,60,0.08,0,0,3.0,3,3,0,0,3,3,0.67,2,2,0.52,0,0,3.62,1,2,15.34
ENS015,GC_MAT,Matériaux,GC,2,3,3,1,4,1,0,-2,-0.33,103,0.25,0,0,2.25,1,3,0,1,3,3,0.67,2,3,0.9,1,2,3.59,1,3,18.18
ENS027,GC_STRU,Structure Batiment,GC,5,3,5,5,1,-2,2,0,0.0,156,0.17,0,0,4.5,3,5,3,0,1,3,0.67,2,3,0.53,1,2,3.37,2,5,17.39
ENS004,ANG,Anglais Technique,SUP,1,2,1,3,1,1,-1,2,0.67,41,0.25,0,0,1.75,1,3,0,2,1,1,1.0,2,3,0.53,4,2,3.5,4,1,23.65
ENS012,WEB_B,Developpement Web Back,WEB,1,1,1,2,2,0,0,1,0.33,225,0.17,1,0,1.25,1,2,0,3,3,1,1.0,5,1,0.81,0,1,2.7,1,7,20.95
ENS015,GC_MAT,Matériaux,GC,1,1,1,1,2,0,0,0,0.0,148,0.0,0,0,1.0,1,1,0,4,3,2,0.5,2,2,0.54,2,0,3.34,4,4,21.38
ENS005,GESTION,Gestion de Projet,SUP,1,3,1,3,2,2,-2,2,0.67,339,0.08,1,0,2.0,1,3,0,2,1,1,1.0,3,0,0.83,0,0,3.66,4,11,23.47
ENS006,PROG,Programmation,GL,4,5,5,4,2,1,0,-1,0.0,267,0.25,1,0,4.5,4,5,2,0,1,2,0.5,2,3,0.67,2,1,3.1,1,8,17.05
ENS025,SEC,Securite Informatique,RT,3,4,5,3,2,1,1,-2,0.0,133,0.17,0,0,3.75,3,5,1,0,3,3,0.67,0,0,0.91,1,1,3.75,3,4,17.55
ENS019,SEC,Securite Informatique,RT,3,2,2,2,2,-1,0,0,-0.33,128,0.42,0,0,2.25,2,3,0,0,1,1,1.0,5,0,0.59,0,1,4.45,3,4,26.35
ENS018,GC_STRU,Structure Batiment,GC,3,4,2,3,0,1,-2,1,0.0,222,0.17,1,0,3.0,2,4,0,0,1,2,0.5,1,3,0.51,3,1,3.93,3,7,19.91
ENS009,SEC,Securite Informatique,RT,4,2,4,3,1,-2,2,-1,-0.33,289,0.25,1,0,3.25,2,4,0,0,2,1,1.0,0,3,0.93,4,0,3.97,3,9,21.09
ENS001,PROG,Programmation,GL,5,3,4,5,0,-2,1,1,0.0,157,0.0,0,0,4.25,3,5,2,0,1,3,0.67,2,0,0.7,2,1,4.34,3,5,22.68
ENS021,BD,Bases de Donnees,INFO,3,5,3,3,0,2,-2,0,0.0,214,0.33,1,0,3.5,3,5,1,0,3,1,1.0,3,3,0.85,1,1,3.59,3,7,22.93
ENS027,ANG,Anglais Technique,SUP,3,3,3,1,2,0,0,-2,-0.67,338,0.17,1,1,2.5,1,3,0,1,1,2,0.5,5,2,0.78,0,2,3.91,3,11,26.22
ENS030,ALG,Algorithmique,GL,2,2,3,2,3,0,1,-1,0.0,158,0.17,0,0,2.25,2,3,0,0,1,1,1.0,4,0,0.51,0,1,2.84,2,5,19.23
ENS010,WEB_F,Developpement Web Front,WEB,4,4,3,3,3,0,-1,0,-0.33,160,0.25,0,0,3.5,3,4,0,0,1,1,1.0,4,3,0.84,4,2,3.19,1,5,24.08
ENS008,GC_MAT,Matériaux,GC,2,4,3,3,2,2,-1,0,0.33,345,0.42,1,0,3.0,2,4,0,0,1,2,0.5,3,1,0.84,2,0,3.99,1,11,21.68
ENS006,ANG,Anglais Technique,SUP,1,3,2,3,1,2,-1,1,0.67,277,0.42,1,0,2.25,1,3,0,1,1,3,0.67,3,1,0.62,3,0,3.85,1,9,21.3
ENS029,GC_STRU,Structure Batiment,GC,3,2,2,4,0,-1,0,2,0.33,279,0.33,1,0,2.75,2,4,0,0,3,1,1.0,5,0,0.67,2,1,3.46,2,9,25.27
ENS015,SEC,Securite Informatique,RT,3,3,3,4,0,0,0,1,0.33,287,0.42,1,0,3.25,3,4,0,0,3,1,1.0,1,3,0.72,4,1,4.34,3,9,22.78
ENS005,BD,Bases de Donnees,INFO,2,1,1,1,3,-1,0,0,-0.33,207,0.17,1,0,1.25,1,2,0,3,3,2,0.5,0,2,0.66,3,2,3.33,4,6,18.96
ENS030,SEC,Securite Informatique,RT,4,5,5,4,1,1,0,-1,0.0,245,0.42,1,0,4.5,4,5,2,0,1,2,0.5,2,3,0.79,2,2,4.27,3,8,22.99
ENS023,PROG,Programmation,GL,3,5,4,3,0,2,-1,-1,0.0,142,0.08,0,0,3.75,3,5,1,0,3,2,0.5,3,1,0.58,2,1,4.36,2,4,22.62
ENS026,WEB_B,Developpement Web Back,WEB,4,4,5,4,0,0,1,-1,0.0,95,0.0,0,0,4.25,4,5,1,0,1,3,0.67,5,3,0.91,3,2,4.28,4,3,32.11
ENS009,GESTION,Gestion de Projet,SUP,4,3,4,3,1,-1,1,-1,-0.33,131,0.0,0,0,3.5,3,4,0,0,3,2,0.5,1,0,0.66,3,2,2.6,2,4,16.5
ENS011,WEB_B,Developpement Web Back,WEB,4,5,3,3,1,1,-2,0,-0.33,246,0.17,1,0,3.75,3,5,1,0,1,1,1.0,0,0,0.56,2,1,3.67,1,8,13.64
ENS014,ALG,Algorithmique,GL,2,3,3,2,1,1,0,-1,0.0,322,0.33,1,0,2.5,2,3,0,0,2,1,1.0,3,0,0.88,2,2,3.19,4,10,24.78
ENS013,ALG,Algorithmique,GL,1,1,1,1,3,0,0,0,0.0,241,0.08,1,0,1.0,1,1,0,4,2,2,0.5,3,1,0.79,2,1,3.41,4,8,24.77
ENS006,WEB_F,Developpement Web Front,WEB,3,3,2,1,3,0,-1,-1,-0.67,63,0.0,0,1,2.25,1,3,0,1,2,1,1.0,5,0,0.6,1,1,2.91,2,2,22.82
ENS029,SEC,Securite Informatique,RT,2,3,4,2,3,1,1,-2,0.0,225,0.08,1,0,2.75,2,4,0,0,3,2,0.5,1,1,0.85,3,0,2.73,2,7,17.71
ENS011,RESEAU,Reseaux,RT,1,1,2,1,4,0,1,-1,0.0,328,0.17,1,0,1.25,1,2,0,3,3,3,0.67,3,1,0.8,4,1,2.9,1,10,21.3
ENS029,PED,Pedagogie,SUP,3,1,1,3,3,-2,0,2,0.0,268,0.25,1,0,2.0,1,3,0,2,3,1,1.0,1,3,0.69,3,0,3.28,3,8,19.51
