teacher_id,competence_id,competence_code,department_id,unit_id,ref_month,date_t,current_observation,knowledge_difficulty_level,required_level,gap_next_3m,current_level_t3,current_level_t2,current_level_t1,current_level_t,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score,attendance_rate,evaluation_score,training_count,stagnation_months,need_count,source_type,source_id,data_origin,is_synthetic,institutional_verified,generation_seed,generator_version,dataset_version,created_at
SYN_T0084,10,C10,DEP_04,UP_12,2025-09,2025-09-30,1.66,2.0,4.0,2.15,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,92.0,0.167,0,1,2.0,2.0,2.0,0.0,0.0,4.0,7.0,0.538,2.0,0.0,0.774,9.0,3.0,2.512,9.0,3.022,0.674,0.774,2.744,2,11.0,9.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-09-30
SYN_T0085,5,C5,DEP_05,UP_01,2025-09,2025-09-30,2.91,3.0,5.0,1.093,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.167,1,1,4.0,4.0,4.0,0.0,0.0,3.0,6.0,0.462,2.0,0.0,0.459,9.0,6.0,2.189,9.0,0.0,0.599,0.459,2.019,2,11.0,9.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-09-30
SYN_T0086,7,C7,DEP_01,UP_02,2025-09,2025-09-30,1.76,2.0,4.0,2.127,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,153.0,0.083,0,1,2.0,2.0,2.0,0.0,0.0,5.0,8.0,0.615,1.0,0.0,0.826,9.0,5.0,2.587,9.0,5.026,0.647,0.826,3.164,1,3.0,9.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-09-30
SYN_T0087,3,C3,DEP_02,UP_03,2025-09,2025-09-30,4.03,1.0,3.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,1.0,0.333,0.0,0.167,1,0,4.25,4.0,5.0,1.0,0.0,5.0,7.0,0.538,2.0,1.0,0.463,0.0,0.0,2.39,9.0,0.0,0.636,0.463,2.423,2,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-09-30
SYN_T0092,3,C3,DEP_02,UP_08,2025-09,2025-09-30,2.83,1.0,3.0,0.056,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.083,0,1,3.0,3.0,3.0,0.0,0.0,5.0,8.0,0.615,1.0,0.0,0.554,0.0,0.0,2.598,9.0,0.0,0.628,0.554,2.582,1,5.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-09-30
SYN_T0092,9,C9,DEP_02,UP_08,2025-09,2025-09-30,3.57,1.0,3.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,0.333,0.0,0.167,0,0,3.25,3.0,4.0,0.0,0.0,3.0,8.0,0.615,2.0,0.0,0.605,0.0,0.0,2.598,9.0,0.0,0.604,0.605,2.582,2,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-09-30
SYN_T0093,5,C5,DEP_03,UP_09,2025-09,2025-09-30,3.36,3.0,5.0,1.048,4.0,4.0,3.0,3.0,0.0,-1.0,0.0,-0.333,122.0,0.25,0,0,3.5,3.0,4.0,0.0,0.0,3.0,6.0,0.462,3.0,0.0,0.563,9.0,5.0,2.654,9.0,4.008,0.72,0.563,2.716,3,1.0,9.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-09-30
SYN_T0096,13,C13,DEP_01,UP_12,2025-09,2025-09-30,1.36,2.0,4.0,2.181,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,92.0,0.167,1,1,2.0,2.0,2.0,0.0,0.0,3.0,6.0,0.462,2.0,1.0,0.484,9.0,4.0,1.936,9.0,3.022,0.606,0.484,2.003,2,11.0,9.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-09-30
SYN_T0098,8,C8,DEP_03,UP_02,2025-09,2025-09-30,2.86,3.0,5.0,0.184,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,30.0,0.167,0,1,4.0,4.0,4.0,0.0,0.0,2.0,7.0,0.538,2.0,1.0,0.618,9.0,6.0,2.195,9.0,0.986,0.649,0.618,1.745,2,4.0,9.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-09-30
SYN_T0100,13,C13,DEP_05,UP_04,2025-09,2025-09-30,3.21,2.0,4.0,1.108,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,242.0,0.083,1,1,3.0,3.0,3.0,0.0,0.0,3.0,8.0,0.615,1.0,1.0,0.418,9.0,4.0,2.196,9.0,7.95,0.451,0.418,2.522,1,8.0,9.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-09-30
SYN_T0001,12,C12,DEP_01,UP_01,2025-10,2025-10-31,3.84,1.0,3.0,0.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,0.333,61.0,0.154,0,0,3.75,3.0,4.0,0.0,0.0,2.0,6.0,0.462,2.0,0.0,0.648,0.0,0.0,2.71,10.0,2.004,0.768,0.648,2.617,2,2.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0002,13,C13,DEP_02,UP_02,2025-10,2025-10-31,2.15,2.0,4.0,0.947,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,92.0,0.154,0,1,3.0,3.0,3.0,0.0,0.0,3.0,7.0,0.538,2.0,1.0,0.595,6.0,4.0,2.152,10.0,3.022,0.67,0.595,2.04,2,5.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0004,6,C6,DEP_04,UP_04,2025-10,2025-10-31,2.43,1.0,3.0,0.232,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,153.0,0.077,1,1,3.0,3.0,3.0,0.0,0.0,4.0,7.0,0.538,1.0,0.0,0.485,4.0,3.0,2.962,10.0,5.026,0.48,0.485,2.991,1,5.0,4.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0005,1,C1,DEP_05,UP_05,2025-10,2025-10-31,2.96,2.0,4.0,5.7,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,153.0,0.077,1,1,4.0,4.0,4.0,0.0,0.0,3.0,8.0,0.615,1.0,0.0,0.318,3.0,2.0,1.443,10.0,5.026,0.4,0.318,1.385,1,5.0,3.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0007,9,C9,DEP_02,UP_07,2025-10,2025-10-31,3.6,1.0,3.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,1.0,0.333,0.0,0.308,1,0,4.25,4.0,5.0,1.0,0.0,3.0,7.0,0.538,4.0,0.0,0.458,0.0,0.0,2.792,10.0,0.0,0.612,0.458,2.824,4,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0008,9,C9,DEP_03,UP_08,2025-10,2025-10-31,3.27,1.0,3.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,61.0,0.154,0,1,5.0,5.0,5.0,4.0,0.0,3.0,8.0,0.615,2.0,0.0,0.614,0.0,0.0,2.418,10.0,2.004,0.729,0.614,3.072,2,5.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0009,9,C9,DEP_04,UP_09,2025-10,2025-10-31,3.47,1.0,3.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,245.0,0.154,0,1,4.0,4.0,4.0,0.0,0.0,3.0,7.0,0.538,2.0,0.0,0.792,0.0,0.0,2.642,10.0,8.049,0.693,0.792,2.668,2,8.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0010,6,C6,DEP_05,UP_10,2025-10,2025-10-31,3.96,1.0,3.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,184.0,0.154,1,1,5.0,5.0,5.0,4.0,0.0,4.0,7.0,0.538,2.0,0.0,0.329,0.0,0.0,2.015,10.0,6.045,0.441,0.329,2.518,2,7.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0011,12,C12,DEP_01,UP_11,2025-10,2025-10-31,3.89,1.0,3.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,1.0,0.333,0.0,0.385,0,0,4.25,4.0,5.0,1.0,0.0,2.0,8.0,0.615,5.0,1.0,0.946,0.0,0.0,3.104,10.0,0.0,0.881,0.946,2.646,5,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0013,13,C13,DEP_03,UP_01,2025-10,2025-10-31,3.67,2.0,4.0,0.0,4.0,5.0,5.0,5.0,1.0,0.0,0.0,0.333,31.0,0.308,0,0,4.75,4.0,5.0,3.0,0.0,3.0,7.0,0.538,4.0,0.0,0.625,4.0,3.0,2.81,10.0,1.018,0.733,0.625,2.185,4,2.0,4.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0015,5,C5,DEP_05,UP_03,2025-10,2025-10-31,2.31,3.0,5.0,2.955,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.333,0.0,0.077,1,0,1.25,1.0,2.0,0.0,3.0,3.0,8.0,0.615,1.0,1.0,0.42,10.0,8.0,2.872,10.0,0.0,0.608,0.42,3.074,1,0.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0016,7,C7,DEP_01,UP_04,2025-10,2025-10-31,2.93,2.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,214.0,0.077,1,1,4.0,4.0,4.0,0.0,0.0,5.0,7.0,0.538,1.0,0.0,0.124,0.0,0.0,2.22,10.0,7.03,0.211,0.124,2.356,1,12.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0021,2,C2,DEP_01,UP_09,2025-10,2025-10-31,3.89,3.0,5.0,0.057,4.0,5.0,5.0,5.0,1.0,0.0,0.0,0.333,0.0,0.308,0,0,4.75,4.0,5.0,3.0,0.0,4.0,7.0,0.538,4.0,0.0,0.693,7.0,4.0,2.618,10.0,0.0,0.759,0.693,2.39,4,2.0,7.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0021,8,C8,DEP_01,UP_09,2025-10,2025-10-31,3.01,3.0,5.0,1.061,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,4.0,4.0,4.0,0.0,0.0,2.0,7.0,0.538,0.0,0.0,0.869,10.0,6.0,2.618,10.0,13.0,0.374,0.869,2.39,0,12.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0022,1,C1,DEP_02,UP_10,2025-10,2025-10-31,2.86,2.0,4.0,0.0,3.0,3.0,4.0,4.0,0.0,1.0,0.0,0.333,31.0,0.154,0,0,3.5,3.0,4.0,0.0,0.0,3.0,7.0,0.538,2.0,1.0,0.537,4.0,1.0,2.448,10.0,1.018,0.788,0.537,2.589,2,1.0,4.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0022,7,C7,DEP_02,UP_10,2025-10,2025-10-31,3.78,2.0,4.0,0.0,5.0,4.0,4.0,5.0,-1.0,0.0,1.0,0.0,0.0,0.308,1,0,4.5,4.0,5.0,2.0,0.0,5.0,7.0,0.538,4.0,0.0,0.495,0.0,0.0,2.448,10.0,0.0,0.719,0.495,2.589,4,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0025,11,C11,DEP_05,UP_01,2025-10,2025-10-31,2.05,3.0,5.0,2.003,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,184.0,0.231,0,1,2.0,2.0,2.0,0.0,0.0,5.0,7.0,0.538,3.0,1.0,0.591,10.0,8.0,2.503,10.0,6.045,0.581,0.591,2.53,3,10.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0026,6,C6,DEP_01,UP_02,2025-10,2025-10-31,2.92,1.0,3.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.077,0,1,4.0,4.0,4.0,0.0,0.0,4.0,8.0,0.615,1.0,0.0,0.642,0.0,0.0,2.502,10.0,0.0,0.635,0.642,,1,12.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0030,1,C1,DEP_05,UP_06,2025-10,2025-10-31,3.19,2.0,4.0,0.926,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.231,0,1,3.0,3.0,3.0,0.0,0.0,3.0,8.0,0.615,3.0,0.0,0.632,10.0,6.0,2.868,10.0,0.0,0.658,0.632,2.66,3,3.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0030,7,C7,DEP_05,UP_06,2025-10,2025-10-31,1.94,2.0,4.0,2.189,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,245.0,0.077,1,1,2.0,2.0,2.0,0.0,0.0,5.0,8.0,0.615,1.0,0.0,0.46,10.0,9.0,2.868,10.0,8.049,0.304,0.46,2.66,1,12.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0032,8,C8,DEP_02,UP_08,2025-10,2025-10-31,2.14,3.0,5.0,3.082,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,245.0,0.077,0,1,2.0,2.0,2.0,0.0,0.0,2.0,7.0,0.538,1.0,0.0,0.589,10.0,5.0,2.356,10.0,8.049,0.509,0.589,2.409,1,7.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0032,9,C9,DEP_02,UP_08,2025-10,2025-10-31,3.79,1.0,3.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,31.0,0.385,0,1,5.0,5.0,5.0,4.0,0.0,3.0,7.0,0.538,5.0,1.0,0.744,0.0,0.0,2.356,10.0,1.018,0.788,0.744,2.409,5,5.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0032,11,C11,DEP_02,UP_08,2025-10,2025-10-31,4.27,3.0,5.0,0.0,4.0,4.0,5.0,5.0,0.0,1.0,0.0,0.333,0.0,0.231,1,0,4.5,4.0,5.0,2.0,0.0,5.0,7.0,0.538,3.0,0.0,0.418,8.0,7.0,2.356,10.0,0.0,0.536,0.418,2.409,3,1.0,8.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0035,13,C13,DEP_05,UP_11,2025-10,2025-10-31,2.79,2.0,4.0,1.049,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,61.0,0.154,0,1,3.0,3.0,3.0,0.0,0.0,3.0,8.0,0.615,2.0,0.0,0.911,10.0,7.0,3.012,10.0,2.004,0.83,0.911,3.81,2,7.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0037,9,C9,DEP_02,UP_01,2025-10,2025-10-31,3.23,1.0,3.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,123.0,0.231,0,1,4.0,4.0,4.0,0.0,0.0,3.0,8.0,0.615,3.0,1.0,0.845,0.0,0.0,2.573,10.0,4.041,0.898,0.845,2.37,3,4.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0037,13,C13,DEP_02,UP_01,2025-10,2025-10-31,2.4,2.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.077,0,1,4.0,4.0,4.0,0.0,0.0,3.0,8.0,0.615,1.0,1.0,0.736,0.0,0.0,2.573,10.0,0.0,0.533,0.736,2.37,1,12.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0038,3,C3,DEP_03,UP_02,2025-10,2025-10-31,3.02,1.0,3.0,0.0,5.0,4.0,4.0,4.0,-1.0,0.0,0.0,-0.333,214.0,0.154,0,0,4.25,4.0,5.0,1.0,0.0,5.0,7.0,0.538,2.0,0.0,0.885,0.0,0.0,2.216,10.0,7.03,0.633,0.885,2.122,2,2.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0039,11,C11,DEP_04,UP_03,2025-10,2025-10-31,3.16,3.0,5.0,0.104,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,5.0,5.0,5.0,4.0,0.0,5.0,7.0,0.538,0.0,0.0,0.75,0.0,0.0,2.186,10.0,13.0,0.502,0.75,2.781,0,9.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0040,6,C6,DEP_05,UP_04,2025-10,2025-10-31,3.2,1.0,3.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,153.0,0.308,0,1,4.0,4.0,4.0,0.0,0.0,4.0,8.0,0.615,4.0,0.0,0.905,0.0,0.0,3.053,10.0,5.026,0.801,0.905,2.537,4,6.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0041,4,C4,DEP_01,UP_05,2025-10,2025-10-31,1.99,2.0,4.0,1.74,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,2.0,2.0,2.0,0.0,0.0,2.0,7.0,0.538,0.0,0.0,0.54,10.0,5.0,3.003,10.0,13.0,0.318,0.54,3.934,0,12.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0045,4,C4,DEP_05,UP_09,2025-10,2025-10-31,3.18,2.0,4.0,0.0,4.0,4.0,3.0,4.0,0.0,-1.0,1.0,0.0,0.0,0.154,1,0,3.75,3.0,4.0,0.0,0.0,2.0,8.0,0.615,2.0,0.0,0.277,1.0,1.0,2.748,10.0,0.0,0.558,0.277,3.22,2,0.0,1.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0045,8,C8,DEP_05,UP_09,2025-10,2025-10-31,2.92,3.0,5.0,0.96,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,92.0,0.077,1,1,3.0,3.0,3.0,0.0,0.0,2.0,8.0,0.615,1.0,0.0,0.27,10.0,6.0,2.748,10.0,3.022,0.406,0.27,3.22,1,11.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0046,10,C10,DEP_01,UP_10,2025-10,2025-10-31,2.7,2.0,4.0,0.841,3.0,4.0,3.0,3.0,1.0,-1.0,0.0,0.0,61.0,0.154,1,0,3.25,3.0,4.0,0.0,0.0,4.0,8.0,0.615,2.0,0.0,0.465,9.0,6.0,2.918,10.0,2.004,0.732,0.465,3.057,2,1.0,9.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0046,13,C13,DEP_01,UP_10,2025-10,2025-10-31,2.21,2.0,4.0,0.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,0.333,61.0,0.154,0,0,3.75,3.0,4.0,0.0,0.0,3.0,8.0,0.615,2.0,1.0,0.561,7.0,5.0,2.918,10.0,2.004,0.626,0.561,3.057,2,2.0,7.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0047,4,C4,DEP_02,UP_11,2025-10,2025-10-31,2.64,2.0,4.0,1.192,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,123.0,0.231,0,1,3.0,3.0,3.0,0.0,0.0,2.0,7.0,0.538,3.0,1.0,0.69,10.0,6.0,3.298,10.0,4.041,0.703,0.69,3.248,3,4.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0047,6,C6,DEP_02,UP_11,2025-10,2025-10-31,3.44,1.0,3.0,0.0,4.0,5.0,4.0,5.0,1.0,-1.0,1.0,0.333,0.0,0.308,1,0,4.5,4.0,5.0,2.0,0.0,4.0,7.0,0.538,4.0,0.0,0.495,0.0,0.0,3.298,10.0,0.0,0.743,0.495,3.248,4,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0048,8,C8,DEP_03,UP_12,2025-10,2025-10-31,3.72,3.0,5.0,0.803,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,123.0,0.231,0,1,4.0,4.0,4.0,0.0,0.0,2.0,7.0,0.538,3.0,1.0,0.929,10.0,8.0,3.021,10.0,4.041,0.857,0.929,2.649,3,12.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0049,10,C10,DEP_04,UP_01,2025-10,2025-10-31,2.88,2.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,214.0,0.154,1,1,4.0,4.0,4.0,0.0,0.0,4.0,8.0,0.615,2.0,0.0,0.453,2.0,0.0,2.998,10.0,7.03,0.737,0.453,3.4,2,7.0,2.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0052,1,C1,DEP_02,UP_04,2025-10,2025-10-31,2.29,2.0,4.0,1.921,3.0,3.0,3.0,2.0,0.0,0.0,-1.0,-0.333,999.0,0.0,1,0,2.75,2.0,3.0,0.0,0.0,3.0,6.0,0.462,0.0,0.0,0.233,10.0,6.0,2.899,10.0,13.0,0.385,0.233,2.812,0,0.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0053,1,C1,DEP_03,UP_05,2025-10,2025-10-31,3.69,2.0,4.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,31.0,0.231,0,1,5.0,5.0,5.0,4.0,0.0,3.0,9.0,0.692,3.0,2.0,0.688,0.0,0.0,2.168,10.0,1.018,0.666,0.688,2.02,3,5.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0053,8,C8,DEP_03,UP_05,2025-10,2025-10-31,0.51,3.0,5.0,3.763,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,1.0,1.0,1.0,0.0,4.0,2.0,9.0,0.692,0.0,0.0,0.7,10.0,5.0,2.168,10.0,13.0,0.471,0.7,2.02,0,5.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0055,3,C3,DEP_05,UP_07,2025-10,2025-10-31,3.63,1.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,1.0,0.0,0.333,31.0,0.154,1,0,3.5,3.0,4.0,0.0,0.0,5.0,8.0,0.615,2.0,0.0,0.429,0.0,0.0,2.415,10.0,1.018,0.631,0.429,2.162,2,1.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0055,4,C4,DEP_05,UP_07,2025-10,2025-10-31,2.37,2.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,4.0,4.0,4.0,0.0,0.0,2.0,8.0,0.615,0.0,0.0,0.504,0.0,0.0,2.415,10.0,13.0,0.163,0.504,2.162,0,10.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
SYN_T0055,7,C7,DEP_05,UP_07,2025-10,2025-10-31,3.4,2.0,4.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,153.0,0.077,1,1,3.0,3.0,3.0,0.0,0.0,5.0,8.0,0.615,1.0,1.0,0.465,10.0,9.0,2.415,10.0,5.026,0.407,0.465,2.162,1,5.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2025-10-31
